580774	1	a	bir	artikel	I'm a man.	Ben bir erkeğim.	https://audio.tatoeba.org/sentences/eng/580774.mp3	[sound:580774.mp3]
1232754	21	from	-den		People learn from me.	İnsanlar benden öğrenir.	https://audio.tatoeba.org/sentences/eng/1232754.mp3	[sound:1232754.mp3]
73243	21	from	-den		Count from one to ten.	Birden ona kadar sayın.	https://audio.tatoeba.org/sentences/eng/73243.mp3	[sound:73243.mp3]
3150857	21	from	-den		Can I buy that from you?	Onu senden alabilir miyim?	https://audio.tatoeba.org/sentences/eng/3150857.mp3	[sound:3150857.mp3]
2275268	21	from	-den		Don't look away from me.	Gözünü benden kaçırma.	https://audio.tatoeba.org/sentences/eng/2275268.mp3	[sound:2275268.mp3]
1885969	21	from	-den		Have you heard from Tom?	Tom'dan haber aldın mı?	https://audio.tatoeba.org/sentences/eng/1885969.mp3	[sound:1885969.mp3]
23057	21	from	-den	free from danger = tehlikeden özgür = tehlikeden uzak	We are free from danger.	Biz tehlikede değiliz.	https://audio.tatoeba.org/sentences/eng/23057.mp3	[sound:23057.mp3]
4501954	21	from	-den		We started from scratch.	Sıfırdan başladık.	https://audio.tatoeba.org/sentences/eng/4501954.mp3	[sound:4501954.mp3]
310224	21	from	-den itibaren		She works from nine.	O dokuzdan itibaren çalışır.	https://audio.tatoeba.org/sentences/eng/310224.mp3	[sound:310224.mp3]
1556843	21	from	-den		Be more careful from now on.	Şu andan itibaren daha dikkatli olun.	https://audio.tatoeba.org/sentences/eng/1556843.mp3	[sound:1556843.mp3]
5216314	21	from	-den		I'm avoiding Tom from now on.	Şu andan itibaren Tom'dan kaçınıyorum.	https://audio.tatoeba.org/sentences/eng/5216314.mp3	[sound:5216314.mp3]
518961	21	from	-den		The museum is open from 9 a.m.	Müze sabah 9'dan itibaren açıktır.	https://audio.tatoeba.org/sentences/eng/518961.mp3	[sound:518961.mp3]
1972634	22	get	almak	take'in eşanlamlısı	Go get it.	Onu almaya git.	https://audio.tatoeba.org/sentences/eng/1972634.mp3	[sound:1972634.mp3]
2247731	22	get	almak		I'll get ice.	Buz alacağım.	https://audio.tatoeba.org/sentences/eng/2247731.mp3	[sound:2247731.mp3]
2245198	22	get	almak		Come get some.	Gel biraz al.	https://audio.tatoeba.org/sentences/eng/2245198.mp3	[sound:2245198.mp3]
2230765	22	get	almak		Go get coffee.	Kahve almaya git.	https://audio.tatoeba.org/sentences/eng/2230765.mp3	[sound:2230765.mp3]
2007919	22	get	almak		Let's get one.	Birini alalım.	https://audio.tatoeba.org/sentences/eng/2007919.mp3	[sound:2007919.mp3]
2247730	22	get	almak		I'll get help.	Yardım alacağım.	https://audio.tatoeba.org/sentences/eng/2247730.mp3	[sound:2247730.mp3]
2549650	22	get	almak	taksi alacağım ~ taksi çağıracağım	I'll get a cab.	Bir taksi çağıracağım.	https://audio.tatoeba.org/sentences/eng/2549650.mp3	[sound:2549650.mp3]
1852263	22	get	almak		Let me get Tom.	Tom'u almama izin ver.	https://audio.tatoeba.org/sentences/eng/1852263.mp3	[sound:1852263.mp3]
2869909	22	get	almak		Go get your car.	Arabanı almaya git.	https://audio.tatoeba.org/sentences/eng/2869909.mp3	[sound:2869909.mp3]
3725519	22	get	almak		I can get us in.	Bizi içeri alabilirim.	https://audio.tatoeba.org/sentences/eng/3725519.mp3	[sound:3725519.mp3]
2549530	22	get	almak		I'll get my bag.	Çantamı alacağım.	https://audio.tatoeba.org/sentences/eng/2549530.mp3	[sound:2549530.mp3]
5797549	22	get	almak		Can we get a dog?	Bir köpek alabilir miyiz	https://audio.tatoeba.org/sentences/eng/5797549.mp3	[sound:5797549.mp3]
4097542	22	get	almak		Can you get that?	Onu alabilir misin?	https://audio.tatoeba.org/sentences/eng/4097542.mp3	[sound:4097542.mp3]
2271726	22	get	almak		I didn't get one.	Bir tane almadım.	https://audio.tatoeba.org/sentences/eng/2271726.mp3	[sound:2271726.mp3]
2007861	22	get	almak		Let's get coffee.	Kahve alalım.	https://audio.tatoeba.org/sentences/eng/2007861.mp3	[sound:2007861.mp3]
4887852	22	get	almak		How much do I get?	Ne kadar alırım?	https://audio.tatoeba.org/sentences/eng/4887852.mp3	[sound:4887852.mp3]
2271725	22	get	almak		I didn't get much.	Çok fazla almadım.	https://audio.tatoeba.org/sentences/eng/2271725.mp3	[sound:2271725.mp3]
5757979	22	get	almak		I get the message.	Mesajı alıyorum.	https://audio.tatoeba.org/sentences/eng/5757979.mp3	[sound:5757979.mp3]
2329569	22	get	almak		I get good grades.	İyi notlar alırım.	https://audio.tatoeba.org/sentences/eng/2329569.mp3	[sound:2329569.mp3]
3374663	22	get	almak		I get what I want.	İstediklerimi elde ettim.	https://audio.tatoeba.org/sentences/eng/3374663.mp3	[sound:3374663.mp3]
2549110	22	get	almak		I'll get it later.	Bunu daha sonra alacağım.	https://audio.tatoeba.org/sentences/eng/2549110.mp3	[sound:2549110.mp3]
1890902	22	get	almak		I'll get the book.	Kitap alacağım.	https://audio.tatoeba.org/sentences/eng/1890902.mp3	[sound:1890902.mp3]
6274718	22	get	olmak		I didn't get sick.	Ben hastalanmadım.	https://audio.tatoeba.org/sentences/eng/6274718.mp3	[sound:6274718.mp3]
5858794	22	get	olmak		I didn't get hurt.	Ben yaralanmadım.	https://audio.tatoeba.org/sentences/eng/5858794.mp3	[sound:5858794.mp3]
4498111	22	get	olmak	get paid: ödenmiş olmak	Do they get paid?	Maaş alıyorlar mı?	https://audio.tatoeba.org/sentences/eng/4498111.mp3	[sound:4498111.mp3]
6274721	22	get	olmak		I didn't get rich.	Ben zengin olmadım.	https://audio.tatoeba.org/sentences/eng/6274721.mp3	[sound:6274721.mp3]
2271727	22	get	olmak		I didn't get shot.	Vurulmadım.	https://audio.tatoeba.org/sentences/eng/2271727.mp3	[sound:2271727.mp3]
433667	22	get	olmak	get fat: şişman olmak	Don't get fat.	Şişmanlama.	https://audio.tatoeba.org/sentences/eng/433667.mp3	[sound:433667.mp3]
2245337	22	get	olmak		Don't get mad.	Sinirlenme.	https://audio.tatoeba.org/sentences/eng/2245337.mp3	[sound:2245337.mp3]
2247733	22	get	olmak	get lost: kayıp olmak	I'll get lost.	Kaybolacağım.	https://audio.tatoeba.org/sentences/eng/2247733.mp3	[sound:2247733.mp3]
1839427	22	get	olmak	get changed: değişmiş olmak	Go get changed.	Git üstünü değiştir.	https://audio.tatoeba.org/sentences/eng/1839427.mp3	[sound:1839427.mp3]
2248983	22	get	olmak	get fixed: tamir edilmiş olmak	It'll get fixed.	Tamir edilecek.	https://audio.tatoeba.org/sentences/eng/2248983.mp3	[sound:2248983.mp3]
2255362	22	get	olmak	get fired: kovulmuş olmak	You'll get fired.	Kovulacaksın.	https://audio.tatoeba.org/sentences/eng/2255362.mp3	[sound:2255362.mp3]
1670744	22	get	olmak		Don't get excited.	Heyecanlanma.	https://audio.tatoeba.org/sentences/eng/1670744.mp3	[sound:1670744.mp3]
2245338	22	get	olmak		Don't get married.	Evlenme.	https://audio.tatoeba.org/sentences/eng/2245338.mp3	[sound:2245338.mp3]
442919	22	get	olmak		Let's get started.	Başlayalım.	https://audio.tatoeba.org/sentences/eng/442919.mp3	[sound:442919.mp3]
2245335	22	get	olmak		Don't get involved.	Karıştırılma.	https://audio.tatoeba.org/sentences/eng/2245335.mp3	[sound:2245335.mp3]
5975519	22	get	olmak		I get bored easily.	Ben kolayca sıkılırım.	https://audio.tatoeba.org/sentences/eng/5975519.mp3	[sound:5975519.mp3]
1140075	22	get	olmak		Let's get divorced.	Boşanalım.	https://audio.tatoeba.org/sentences/eng/1140075.mp3	[sound:1140075.mp3]
2007797	22	get	olmak		Let's get prepared.	Hazırlanalım.	https://audio.tatoeba.org/sentences/eng/2007797.mp3	[sound:2007797.mp3]
28138	22	get	olmak		Please get dressed.	Lütfen giyinin.	https://audio.tatoeba.org/sentences/eng/28138.mp3	[sound:28138.mp3]
1723833	22	get	olmak		Don't get me started.	Beni başlatmayın.	https://audio.tatoeba.org/sentences/eng/1723833.mp3	[sound:1723833.mp3]
5752029	22	get	olmak		I get tired of losing.	Kaybetmekten bıktım.	https://audio.tatoeba.org/sentences/eng/5752029.mp3	[sound:5752029.mp3]
2249531	22	get	olmak		Let's get together.	Buluşalım.	https://audio.tatoeba.org/sentences/eng/2249531.mp3	[sound:2249531.mp3]
4498044	22	get	olmak		It does get easier.	Gittikçe kolaylaşıyor.	https://audio.tatoeba.org/sentences/eng/4498044.mp3	[sound:4498044.mp3]
2881846	22	get	olmak		Can we get closer?	Yakınlaşabilir miyiz?	https://audio.tatoeba.org/sentences/eng/2881846.mp3	[sound:2881846.mp3]
4498086	22	get	olmak		Did we get better?	Biz iyileştik mi?	https://audio.tatoeba.org/sentences/eng/4498086.mp3	[sound:4498086.mp3]
2255360	22	get	olmak		You'll get better.	İyileşeceksin.	https://audio.tatoeba.org/sentences/eng/2255360.mp3	[sound:2255360.mp3]
5471576	22	get	olmak		It'll get warmer soon.	Yakında hava ısınacak.	https://audio.tatoeba.org/sentences/eng/5471576.mp3	[sound:5471576.mp3]
2387630	22	get	gitmek (eve, işe)		I need to get to bed.	Yatmaya gitmeliyim.	https://audio.tatoeba.org/sentences/eng/2387630.mp3	[sound:2387630.mp3]
2387632	22	get	gitmek (eve, işe)		I need to get to work.	İşe gitmeliyim.	https://audio.tatoeba.org/sentences/eng/2387632.mp3	[sound:2387632.mp3]
5758347	22	get	gitmek (eve, işe)		I must get home.	Ben eve gitmeliyim.	https://audio.tatoeba.org/sentences/eng/5758347.mp3	[sound:5758347.mp3]
3170963	22	get	gitmek (eve, işe)		You should get home.	Eve gitmelisin.	https://audio.tatoeba.org/sentences/eng/3170963.mp3	[sound:3170963.mp3]
2360491	22	get to	gitmek		I have to get to Tom.	Tom'a ulaşmalıyım.	https://audio.tatoeba.org/sentences/eng/2360491.mp3	[sound:2360491.mp3]
2387630	22	get to	gitmek		I need to get to bed.	Yatmaya gitmeliyim.	https://audio.tatoeba.org/sentences/eng/2387630.mp3	[sound:2387630.mp3]
3171017	22	get to	gitmek	get to that ~ buna geleceğiz ~ bununla ilgileneceğiz	We'll get to that.	Bu konuyla sonra ilgileneceğiz.	https://audio.tatoeba.org/sentences/eng/3171017.mp3	[sound:3171017.mp3]
2547276	22	get to	gitmek		I'll get to the point.	Sadede (esas konuya) geleceğim.	https://audio.tatoeba.org/sentences/eng/2547276.mp3	[sound:2547276.mp3]
2360488	22	get to	gitmek		I have to get to class.	Sınıfa gitmeliyim.	https://audio.tatoeba.org/sentences/eng/2360488.mp3	[sound:2360488.mp3]
3636054	22	get on	binmek (bir taşıta)		Don't get on this train.	Bu trene binme.	https://audio.tatoeba.org/sentences/eng/3636054.mp3	[sound:3636054.mp3]
6003900	22	get on	binmek (bir taşıta)		I didn't get on the plane.	Uçağa binmedim.	https://audio.tatoeba.org/sentences/eng/6003900.mp3	[sound:6003900.mp3]
35367	22	get on	binmek (bir taşıta)		Let's get on the bus.	Hadi otobüse binelim.	https://audio.tatoeba.org/sentences/eng/35367.mp3	[sound:35367.mp3]
2735453	22	get on	binmek (bir taşıta)		Tell her which bus to get on.	Hangi otobüse bineceğini ona söyle.	https://audio.tatoeba.org/sentences/eng/2735453.mp3	[sound:2735453.mp3]
247716	22	get on	binmek (bir taşıta)		We get on and off the bus here.	Otobüse burada bineriz ve ineriz.	https://audio.tatoeba.org/sentences/eng/247716.mp3	[sound:247716.mp3]
2549649	22	get on	ilgilenmek, halletmek	get on it ~ ona binmek ~ onunla ilgilenmek	I'll get on it.	Ben hallederim.	https://audio.tatoeba.org/sentences/eng/2549649.mp3	[sound:2549649.mp3]
5728823	22	get on	ilgilenmek, halletmek	get on page ~ sayfaya çıkmak ~ sayfada buluşmak	We have to get on the same page.	Aynı sayfada (konuda) buluşmalıyız.	https://audio.tatoeba.org/sentences/eng/5728823.mp3	[sound:5728823.mp3]
5758370	22	get on	geçinmek		We get on well.	Biz iyi geçiniyoruz.	https://audio.tatoeba.org/sentences/eng/5758370.mp3	[sound:5758370.mp3]
308622	22	get on	geçinmek		She and I get on well.	O ve ben iyi geçiniriz.	https://audio.tatoeba.org/sentences/eng/308622.mp3	[sound:308622.mp3]
2254142	22	get on	devam etmek		Let's get on with the meeting.	Toplantıya devam edelim.	https://audio.tatoeba.org/sentences/eng/2254142.mp3	[sound:2254142.mp3]
3724500	22	get on	devam etmek		Now get on with your work.	Şimdi işine devam et.	https://audio.tatoeba.org/sentences/eng/3724500.mp3	[sound:3724500.mp3]
2953159	22	get on	devam etmek		Just get on with it.	Sadece buna devam et.	https://audio.tatoeba.org/sentences/eng/2953159.mp3	[sound:2953159.mp3]
2249672	22	get ...ing	yaptırmak	get going: gitmeyi yaptırmak	Now get going.	Şimdi başla.	https://audio.tatoeba.org/sentences/eng/2249672.mp3	[sound:2249672.mp3]
2249675	22	get ...ing	yaptırmak	get moving: hareket etmeyi yaptırmak	Now get moving.	Şimdi acele et.	https://audio.tatoeba.org/sentences/eng/2249675.mp3	[sound:2249675.mp3]
1587267	22	get ...ing	yaptırmak		I must get going.	Gitmeliyim.	https://audio.tatoeba.org/sentences/eng/1587267.mp3	[sound:1587267.mp3]
2547878	22	get ...ing	yaptırmak		I'd better get going.	Başlasam iyi olur.	https://audio.tatoeba.org/sentences/eng/2547878.mp3	[sound:2547878.mp3]
2007416	22	get ...ing	yaptırmak	get working: çalışmayı yaptırmak ~ çalıştırmak	Let's get this thing working.	Bu şeyi çalıştıralım.	https://audio.tatoeba.org/sentences/eng/2007416.mp3	[sound:2007416.mp3]
2249414	22	get back	dönmek		Just get back.	Sadece geri dön.	https://audio.tatoeba.org/sentences/eng/2249414.mp3	[sound:2249414.mp3]
2405816	22	get back	dönmek		I said get back!	Dön dedim!	https://audio.tatoeba.org/sentences/eng/2405816.mp3	[sound:2405816.mp3]
1841643	22	get back	dönmek		I'll get back to you.	Sana geri döneceğim.	https://audio.tatoeba.org/sentences/eng/1841643.mp3	[sound:1841643.mp3]
1860693	22	get back	dönmek		Just get back to work.	Sadece işe geri dön.	https://audio.tatoeba.org/sentences/eng/1860693.mp3	[sound:1860693.mp3]
2419476	22	get back	dönmek		Wait until I get back.	Ben dönene kadar bekleyin.	https://audio.tatoeba.org/sentences/eng/2419476.mp3	[sound:2419476.mp3]
2544281	22	get back	geri dönmek (bilgi vermek anlamında)		I'll get right back to you.	Hemen size geri döneceğim.	https://audio.tatoeba.org/sentences/eng/2544281.mp3	[sound:2544281.mp3]
3329581	22	get back	geri dönmek (bilgi vermek anlamında)		Can I get back to you on that?	O konuda sana geri dönebilir miyim?	https://audio.tatoeba.org/sentences/eng/3329581.mp3	[sound:3329581.mp3]
3740651	22	get something back	geri almak		I'll get it back.	Onu geri alacağım.	https://audio.tatoeba.org/sentences/eng/3740651.mp3	[sound:3740651.mp3]
3724337	22	get something back	geri almak		You'll get them back.	Onları geri alacaksınız.	https://audio.tatoeba.org/sentences/eng/3724337.mp3	[sound:3724337.mp3]
5081931	22	get something back	geri almak		Can I get my money back?	Paramı geri alabilir miyim?	https://audio.tatoeba.org/sentences/eng/5081931.mp3	[sound:5081931.mp3]
3328190	22	get something back	geri almak		Can I get my phone back?	Telefonumu geri alabilir miyim?	https://audio.tatoeba.org/sentences/eng/3328190.mp3	[sound:3328190.mp3]
2387628	22	get something back	geri almak		I need to get them back.	Onları geri almalıyım.	https://audio.tatoeba.org/sentences/eng/2387628.mp3	[sound:2387628.mp3]
3370690	22	get something back	geri almak		I hope I can get my old job back.	Eski işimi tekrar alabileceğimi umuyorum.	https://audio.tatoeba.org/sentences/eng/3370690.mp3	[sound:3370690.mp3]
1691393	22	get	anlamak	almak ~ aklıma almak ~ anlamak	I get it.	Anlıyorum.	https://audio.tatoeba.org/sentences/eng/1691393.mp3	[sound:1691393.mp3]
1555502	22	get	anlamak		Do you get me?	Beni anladın mı?	https://audio.tatoeba.org/sentences/eng/1555502.mp3	[sound:1555502.mp3]
1886155	22	get	anlamak		Did you get it?	Anladın mı?	https://audio.tatoeba.org/sentences/eng/1886155.mp3	[sound:1886155.mp3]
38392	22	get	anlamak		I don't get it.	Anlamadım.	https://audio.tatoeba.org/sentences/eng/38392.mp3	[sound:38392.mp3]
1209936	22	get	anlamak		I get the idea.	Fikri anladım.	https://audio.tatoeba.org/sentences/eng/1209936.mp3	[sound:1209936.mp3]
1841720	22	get	anlamak		Don't you get it?	Anlamıyor musun?	https://audio.tatoeba.org/sentences/eng/1841720.mp3	[sound:1841720.mp3]
2247739	22	get up	kalkmak		I'll get up.	Kalkacağım.	https://audio.tatoeba.org/sentences/eng/2247739.mp3	[sound:2247739.mp3]
2405820	22	get up	kalkmak		I said get up!	Kalk dedim!	https://audio.tatoeba.org/sentences/eng/2405820.mp3	[sound:2405820.mp3]
20090	22	get up	kalkmak		Time to get up.	Kalkma zamanı.	https://audio.tatoeba.org/sentences/eng/20090.mp3	[sound:20090.mp3]
321577	22	get up	kalkmak		I get up at six.	Ben altıda kalkarım.	https://audio.tatoeba.org/sentences/eng/321577.mp3	[sound:321577.mp3]
424888	22	get up	kalkmak		When do you get up?	Ne zaman kalkarsın?	https://audio.tatoeba.org/sentences/eng/424888.mp3	[sound:424888.mp3]
3170966	22	get up	kalkmak		You need to get up.	Kalkman gerekir.	https://audio.tatoeba.org/sentences/eng/3170966.mp3	[sound:3170966.mp3]
3170886	22	get up	kalkmak		You'd better get up.	Kalksan iyi olur.	https://audio.tatoeba.org/sentences/eng/3170886.mp3	[sound:3170886.mp3]
2249673	22	get in	içeri girmek		Now get in.	Şimdi içeri gir.	https://audio.tatoeba.org/sentences/eng/2249673.mp3	[sound:2249673.mp3]
268373	22	get in	içeri girmek		Please get in.	Lütfen içeri girin.	https://audio.tatoeba.org/sentences/eng/268373.mp3	[sound:268373.mp3]
2891257	22	get in	içeri girmek		How can we get in?	İçeri nasıl girebiliriz?	https://audio.tatoeba.org/sentences/eng/2891257.mp3	[sound:2891257.mp3]
2275217	22	get in	içeri girmek		Don't get in my way.	Yoluma girme.	https://audio.tatoeba.org/sentences/eng/2275217.mp3	[sound:2275217.mp3]
2417	22	get in	içeri girmek		I managed to get in.	İçeri girmeyi başardım.	https://audio.tatoeba.org/sentences/eng/2417.mp3	[sound:2417.mp3]
2869913	22	get in	içeri girmek		Just get in the car.	Sadece arabaya bin.	https://audio.tatoeba.org/sentences/eng/2869913.mp3	[sound:2869913.mp3]
1994493	22	get in	içeri girmek	get in trouble ~ belaya girmek	Did you get in trouble?	Başın belada mı?	https://audio.tatoeba.org/sentences/eng/1994493.mp3	[sound:1994493.mp3]
3130267	22	get in	içeri girmek		How did you get inside?	İçeri nasıl girdin?	https://audio.tatoeba.org/sentences/eng/3130267.mp3	[sound:3130267.mp3]
450001	22	get in	içeri girmek		Please get into the car.	Lütfen arabaya bin.	https://audio.tatoeba.org/sentences/eng/450001.mp3	[sound:450001.mp3]
2249676	22	get out	dışarı çıkmak		Now get out.	Şimdi dışarı çık.	https://audio.tatoeba.org/sentences/eng/2249676.mp3	[sound:2249676.mp3]
2405819	22	get out	dışarı çıkmak		I said get out!	Defol dedim!	https://audio.tatoeba.org/sentences/eng/2405819.mp3	[sound:2405819.mp3]
274454	22	get out	dışarı çıkmak	nefesim çıktı ~ nefesim bitti ~ nefes nefeseyim	I get out of breath.	Nefes nefeseyim.	https://audio.tatoeba.org/sentences/eng/274454.mp3	[sound:274454.mp3]
5889784	22	get out	dışarı çıkmak		I told you to get out.	Sana dışarı çıkmanı söyledim.	https://audio.tatoeba.org/sentences/eng/5889784.mp3	[sound:5889784.mp3]
2891781	22	get out	dışarı çıkmak		Now get out of my way.	Şimdi yolumdan çekil.	https://audio.tatoeba.org/sentences/eng/2891781.mp3	[sound:2891781.mp3]
2281774	22	get out	dışarı çıkmak		We don't get out much.	Pek fazla dışarı çıkmıyoruz.	https://audio.tatoeba.org/sentences/eng/2281774.mp3	[sound:2281774.mp3]
2891780	22	get out	dışarı çıkmak		Now get out of my room.	Şimdi odamdan çık.	https://audio.tatoeba.org/sentences/eng/2891780.mp3	[sound:2891780.mp3]
2549351	22	get over	atlatmak, üstesinden gelmek		I'll get over it.	Bunu atlatacağım.	https://audio.tatoeba.org/sentences/eng/2549351.mp3	[sound:2549351.mp3]
3393266	22	get over	atlatmak, üstesinden gelmek		Just get over here.	Sadece buraya gel.	https://audio.tatoeba.org/sentences/eng/3393266.mp3	[sound:3393266.mp3]
1951665	22	get over	atlatmak, üstesinden gelmek		I can't get over you.	Seni unutamıyorum.	https://audio.tatoeba.org/sentences/eng/1951665.mp3	[sound:1951665.mp3]
2765359	22	get over	atlatmak, üstesinden gelmek		I can't get over my cold.	Soğuk algınlığımı atlatamıyorum.	https://audio.tatoeba.org/sentences/eng/2765359.mp3	[sound:2765359.mp3]
3356399	22	get over	atlatmak, üstesinden gelmek		You need to get over here.	Buraya gelmen gerekiyor.	https://audio.tatoeba.org/sentences/eng/3356399.mp3	[sound:3356399.mp3]
2796882	22	get over	atlatmak, üstesinden gelmek		How do I get over the river?	Nehri nasıl geçebilirim?	https://audio.tatoeba.org/sentences/eng/2796882.mp3	[sound:2796882.mp3]
1224536	22	get off	inmek, çıkmak (dışına)		I get off here.	Burada inerim.	https://audio.tatoeba.org/sentences/eng/1224536.mp3	[sound:1224536.mp3]
2860741	22	get off	inmek, çıkmak (dışına)		Where do I get off?	Nerede inerim?	https://audio.tatoeba.org/sentences/eng/2860741.mp3	[sound:2860741.mp3]
3575490	22	get off	inmek, çıkmak (dışına)		Hey, get off my bike.	Hey, bisikletimden in.	https://audio.tatoeba.org/sentences/eng/3575490.mp3	[sound:3575490.mp3]
35431	22	get off	inmek, çıkmak (dışına)		Let's get off the bus.	Otobüsten inelim.	https://audio.tatoeba.org/sentences/eng/35431.mp3	[sound:35431.mp3]
2329571	22	get off	inmek, çıkmak (dışına)		I get off work at 2:30.	Saat 2.30'da işten ayrılırım.	https://audio.tatoeba.org/sentences/eng/2329571.mp3	[sound:2329571.mp3]
1860692	22	get off	inmek, çıkmak (dışına)		Just get off the stage.	Sadece sahneden in.	https://audio.tatoeba.org/sentences/eng/1860692.mp3	[sound:1860692.mp3]
4014874	22	get off	inmek, çıkmak (dışına)		Please get off my land.	Lütfen arazimi terk edin.	https://audio.tatoeba.org/sentences/eng/4014874.mp3	[sound:4014874.mp3]
2549105	23	give	vermek		I'll give it back.	Onu geri vereceğim.	https://audio.tatoeba.org/sentences/eng/2549105.mp3	[sound:2549105.mp3]
	23	give	vermek		"""I'll give you $30."	"Sana 30 dolar vereceğim."""	https://audio.tatoeba.org/sentences/eng/NA.mp3	[sound:NA.mp3]
19494	23	give	vermek		Cows give us milk.	İnekler bize süt verir.	https://audio.tatoeba.org/sentences/eng/19494.mp3	[sound:19494.mp3]
2280390	23	give	vermek		Now give me that.	Şimdi onu bana ver.	https://audio.tatoeba.org/sentences/eng/2280390.mp3	[sound:2280390.mp3]
3151372	23	give	vermek		Just give it some time.	Sadece ona biraz zaman ver.	https://audio.tatoeba.org/sentences/eng/3151372.mp3	[sound:3151372.mp3]
3151606	23	give	vermek		Can you give me some time?	Bana biraz zaman verebilir misin?	https://audio.tatoeba.org/sentences/eng/3151606.mp3	[sound:3151606.mp3]
3652026	23	give	vermek		Come give mommy a kiss.	Anneye bir öpücük vermeye gel.	https://audio.tatoeba.org/sentences/eng/3652026.mp3	[sound:3652026.mp3]
41923	23	give	vermek		I will give it to you.	Onu sana vereceğim.	https://audio.tatoeba.org/sentences/eng/41923.mp3	[sound:41923.mp3]
3151184	23	give	vermek		What did you give me?	Bana ne verdin?	https://audio.tatoeba.org/sentences/eng/3151184.mp3	[sound:3151184.mp3]
4498935	23	give	vermek		Please give an example.	Lütfen bir örnek ver.	https://audio.tatoeba.org/sentences/eng/4498935.mp3	[sound:4498935.mp3]
1886468	23	give	vermek		Why give them anything?	Neden onlara bir şey vermiyoruz?	https://audio.tatoeba.org/sentences/eng/1886468.mp3	[sound:1886468.mp3]
2275228	23	give	vermek		Don't give me any hints.	Bana ipucu verme.	https://audio.tatoeba.org/sentences/eng/2275228.mp3	[sound:2275228.mp3]
5154778	23	give	vermek		Tom didn't give details.	Tom detayları vermedi.	https://audio.tatoeba.org/sentences/eng/5154778.mp3	[sound:5154778.mp3]
4014761	23	give lift	arabayla götürmek	lift: havalanmak. give lift ~ uçurmak gibi (mecazi)	Can you give me a lift?	Beni arabayla bırakabilir misin?	https://audio.tatoeba.org/sentences/eng/4014761.mp3	[sound:4014761.mp3]
5411986	23	give ride	arabayla götürmek	ride: gezinti. give ride ~ gezinti vermek, dolaştırmak gibi	We'll give you a ride.	Biz seni götüreceğiz.	https://audio.tatoeba.org/sentences/eng/5411986.mp3	[sound:5411986.mp3]
39990	23	give hand	yardım etmek	give hand: el vermek ~ yardım etmek	Please give me a hand.	Bana yardım et, lütfen.	https://audio.tatoeba.org/sentences/eng/39990.mp3	[sound:39990.mp3]
250165	23	give call	telefonla aramak	give call: çağrı vermek ~ aramak	Please give me a call.	Lütfen beni ara.	https://audio.tatoeba.org/sentences/eng/250165.mp3	[sound:250165.mp3]
4917375	23	give try	denemek	mecazi	Let's give that a try.	Onu deneyelim.	https://audio.tatoeba.org/sentences/eng/4917375.mp3	[sound:4917375.mp3]
1844213	23	give hug	sarılmak	mecazi	Let me give you a hug.	Dur sana bir sarılayım.	https://audio.tatoeba.org/sentences/eng/1844213.mp3	[sound:1844213.mp3]
3151343	23	give second	zaman vermek	mecazi	Just give us a second.	Sadece bize bir saniye ver.	https://audio.tatoeba.org/sentences/eng/3151343.mp3	[sound:3151343.mp3]
3151344	23	give minute	zaman vermek	mecazi	Just give us a minute.	Sadece bize bir dakika ver.	https://audio.tatoeba.org/sentences/eng/3151344.mp3	[sound:3151344.mp3]
3151365	23	give chance	şans vermek	mecazi	Just give me a chance.	Sadece bana bir şans ver.	https://audio.tatoeba.org/sentences/eng/3151365.mp3	[sound:3151365.mp3]
3735714	23	give time	zaman vermek	mecazi	I'll give you an hour.	Sana bir saat vereceğim.	https://audio.tatoeba.org/sentences/eng/3735714.mp3	[sound:3735714.mp3]
4666944	23	give break	mola vermek	mecazi	Hey, give Tom a break.	Hey, Tom'a bir mola ver.	https://audio.tatoeba.org/sentences/eng/4666944.mp3	[sound:4666944.mp3]
3726127	23	give lip	laf yetiştirmek, cevap vermek	mecazi	Don't give me any lip.	Bana laf yetiştirme.	https://audio.tatoeba.org/sentences/eng/3726127.mp3	[sound:3726127.mp3]
2331804	23	give speech	konuşma yapmak	mecazi	I had to give a speech.	Ben konuşma yapmak zorunda kaldım.	https://audio.tatoeba.org/sentences/eng/2331804.mp3	[sound:2331804.mp3]
3151332	23	give rest	dinlenmesine izin vermek	mecazi	Let's give that a rest.	Onun dinlenmesine izin verelim.	https://audio.tatoeba.org/sentences/eng/3151332.mp3	[sound:3151332.mp3]
3151330	23	give shot	denemek	mecazi	Let's give this a shot.	Deneyelim.	https://audio.tatoeba.org/sentences/eng/3151330.mp3	[sound:3151330.mp3]
2546263	23	give job	iş vermek	mecazi	Will you give me a job?	Bana bir iş verir misin?	https://audio.tatoeba.org/sentences/eng/2546263.mp3	[sound:2546263.mp3]
2547514	23	give up	vazgeçmek, pes etmek		Tom wouldn't give up.	Tom vazgeçmezdi.	https://audio.tatoeba.org/sentences/eng/2547514.mp3	[sound:2547514.mp3]
3151570	23	give up	vazgeçmek, pes etmek		Don't let Tom give up.	Tom'un vazgeçmesine izin verme.	https://audio.tatoeba.org/sentences/eng/3151570.mp3	[sound:3151570.mp3]
2900781	23	give up	vazgeçmek, pes etmek		Never give up on love.	Aşktan asla vazgeçme.	https://audio.tatoeba.org/sentences/eng/2900781.mp3	[sound:2900781.mp3]
